iter	Logloss
505	0.6593793824
506	0.659318733
507	0.6592551756
508	0.6591904989
509	0.6591309846
510	0.6590724024
511	0.6590017653
512	0.6589514776
513	0.6588810867
514	0.6588172952
515	0.6587565181
516	0.6586809933
517	0.6586223912
518	0.6585617741
519	0.6585099645
520	0.6584546077
521	0.6584021509
522	0.6583294515
523	0.6582700751
524	0.6581968295
525	0.6581444021
526	0.658088619
527	0.658035435
528	0.6579643433
529	0.6579069047
530	0.657831834
531	0.6577618486
532	0.6577003734
533	0.6576325868
534	0.6575855777
535	0.657531929
536	0.657465529
537	0.6574114531
538	0.6573636237
539	0.6573072998
540	0.6572528486
541	0.6571798825
542	0.6571041958
543	0.65705065
544	0.6569839514
545	0.6569154556
546	0.6568506758
547	0.6567831083
548	0.6567317701
549	0.6566568634
550	0.6566011287
551	0.6565346029
552	0.6564707233
553	0.6564066944
554	0.6563365388
555	0.656274952
556	0.6562187453
557	0.6561712257
558	0.6561122204
559	0.6560524848
560	0.6559755436
561	0.6559031195
562	0.6558523949
563	0.6558045721
564	0.6557212892
565	0.6556673837
566	0.6556129835
567	0.6555369229
568	0.6554804713
569	0.6554121814
570	0.6553478458
571	0.6552914838
572	0.6552227207
573	0.6551474251
574	0.6550893845
575	0.6550322609
576	0.6549625936
577	0.6548956271
578	0.6548430757
579	0.654786332
580	0.6547126578
581	0.6546651236
582	0.6546100512
583	0.6545623638
584	0.6544835272
585	0.654429304
586	0.6543774006
587	0.6543170009
588	0.6542548111
589	0.654202744
590	0.6541235293
591	0.6540520415
592	0.6539960976
593	0.6539245141
594	0.6538706238
595	0.6538099374
596	0.6537346837
597	0.6536736472
598	0.6536184256
599	0.6535596777
600	0.6534941122
601	0.6534356935
602	0.6533705627
603	0.6533076294
604	0.6532434183
605	0.6531923405
606	0.6531271426
607	0.6530674913
608	0.6530117633
609	0.6529545818
610	0.6528929644
611	0.6528253218
612	0.6527646627
613	0.6527080266
614	0.6526476699
615	0.6525773311
616	0.6525208035
617	0.6524664186
618	0.652400165
619	0.6523322577
620	0.6522661161
621	0.6522045739
622	0.652144939
623	0.6520629257
624	0.652006495
625	0.651948782
626	0.6518815696
627	0.6518293127
628	0.6517777201
629	0.6517137218
630	0.6516594475
631	0.6516025352
632	0.6515570925
633	0.6514918039
634	0.6514248079
635	0.651353412
636	0.6513059196
637	0.6512356653
638	0.6511768233
639	0.6511295997
640	0.6510561647
641	0.650987484
642	0.6509334116
643	0.6508577898
644	0.6507995457
645	0.6507324769
646	0.6506693913
647	0.650612955
648	0.6505550936
649	0.6504956775
650	0.6504282002
651	0.6503570429
652	0.6502949918
653	0.6502423289
654	0.6501893336
655	0.6501225141
656	0.650059111
657	0.6500050583
658	0.6499497443
659	0.6498969692
660	0.6498443585
661	0.6497725163
662	0.6497164905
663	0.6496541765
664	0.6495887552
665	0.6495293327
666	0.64947433
667	0.6494244595
668	0.6493654998
669	0.6493088304
670	0.6492509324
671	0.6491994343
672	0.6491308146
673	0.6490727717
674	0.6490132705
675	0.6489394235
676	0.6488798028
677	0.6488252751
678	0.6487625132
679	0.6486961329
680	0.6486329578
681	0.6485735813
682	0.6485229065
683	0.6484708898
684	0.6484237112
685	0.6483536309
686	0.6482983057
687	0.6482365329
688	0.6481747302
689	0.648096112
690	0.6480388207
691	0.6479812382
692	0.6479144176
693	0.6478573016
694	0.647807385
695	0.6477361762
696	0.6476796203
697	0.6476111401
698	0.6475411679
699	0.6474829817
700	0.6474216324
701	0.6473571281
702	0.6473038686
703	0.647248255
704	0.64718489
705	0.6471181135
706	0.6470655155
707	0.6470047682
